id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages
1231352,The '78 Slasher: A Halloween Fan Film,0.0,0,Released,2024-01-13,0,32,False,,0,https://www.youtube.com/watch?v=B0GfWR1-D4Y,tt29420409,en,The '78 Slasher: A Halloween Fan Film,"After being shot 6 times at gunpoint by his psychiatrist Dr. Sam Loomis, Michael Myers gets up and continues his night of terror. He stumbles across a babysitter doing her job which eventually leads to a Halloween house party. Are these party goers ready for the Boogeyman?",0.0,/uqCW0vMQCuzO8gKrWeuMO7HrPc6.jpg,,Horror,Keep It 100 Productions,United States of America,English
1230796,i am saved,0.0,0,Released,2024-01-12,0,3,False,/wN6Pr8oIZMrewbKyIVjttbLMzhN.jpg,0,,,en,i am saved,Feedback and religious radio noise,1.4,/yai8fTRGnHtp67yv5SBSTSSxzLr.jpg,,"Drama, Horror",things change,United States of America,English
1219348,They Turned Us Into Killers,0.0,0,Released,2024-01-09,0,0,False,,0,,tt12246076,en,They Turned Us Into Killers,"A girl named Karma is drugged and assaulted by her boyfriend, BJ, which leads to her tragically committing suicide. Prior to this devastating event, she writes a letter to her best friend, Star, detailing the horrific events that unfolded that fateful night. Determined to seek revenge against those responsible, Star hunts down BJ and his brothers, and begins to torture them, while reading to them Karma's suicide letter, before taking each of their lives.",0.6,/ycKN85I1dWuW67xCxgmhX4iXBaX.jpg,,Horror,"PhilaDreams Films, Safier Entertainment, Lux Angeles Studios, Step by Step Pictures (US)",United States of America,English
1218245,Hellhounds,0.0,0,Released,2024-01-08,0,0,False,,0,,tt15016100,en,Hellhounds,A pack of werewolves known as the Hell Hounds wage a shadow war against a fanatical order of werewolf hunters called the Silver Bullets. The Hounds and the Bullets now roam the country appearing to the outside world as rival biker gangs.,0.0,/dcdyaS9VzPsGx3bZGL1VmvPf9j7.jpg,,"Horror, Action","Blue Side Up Films, Film Core, Fun House Features, Hohlo Graphic Productions",United States of America,English
1203509,Terror of the Soul,0.0,0,Post Production,2024-01-01,0,0,False,,0,,tt3831118,en,Terror of the Soul,An avant-garde series based on the classic works of Edgar Allan Poe.,1.4,,,Horror,,United States of America,English
1148207,New Fears Eve,0.0,0,Post Production,2023-12-31,0,0,False,,60000,,tt22501842,en,New Fears Eve,"Follows three best friends who involuntarily prepare for Hooper Industries' annual New Year's Eve party, which turns deadly when a murderer sets his sights on them.",3.625,/8BmSVQh4fDiWL1hnZZmxknci466.jpg,The Doctor Will SLAY You Now!,"Horror, Comedy",Blood Moon Creative,United States of America,
926606,The Home,0.0,0,In Production,2023-12-31,0,0,False,,0,,tt17023012,en,The Home,"A troubled man starts working at a retirement home and realizes its residents and caretakers harbor sinister secrets. As he investigates the building and its forbidden fourth floor, he starts to uncover connections to his own past and upbringing as a foster child.",2.186,,,Horror,Miramax,United States of America,English
1211722,Death Walks Behind You,0.0,0,Released,2023-12-30,0,80,False,,0,,tt22489892,en,Death Walks Behind You,Plot details unknown.,0.0,,,Horror,Cinefilm Transinternational,United States of America,English
1165176,INFERNAL,0.0,0,In Production,2023-12-30,0,10,False,,8500,https://filmfreeway.com/projects/2470619,,en,INFERNAL,Two men struggle to drag a body in the wilderness.,0.6,/vnwMCkihdDeC0bGPIVLKtFZzbIJ.jpg,,Horror,,United States of America,English
1230021,New Skin,0.0,0,Released,2023-12-29,0,13,False,,0,,tt3074464,en,New Skin,"New Skin tells the tale of an immature child obsessed with a cute duck toy that has the ability to repeat anything you say; however, this obsession comes with a price that both this child and his overly blunt, abusive brother will pay for.",0.0,/uEptb41CjASSiVbOsXLN2qDjHP.jpg,New Skin! New Skin! New Skin! Yay!,Horror,Quixotical Motion Pictures Entertainment,United States of America,English
1215834,The Windigo,0.0,0,Post Production,2023-12-29,0,0,False,,0,,tt10094388,en,The Windigo,"An ancient Chippewa demon, the WINDIGO, is resurrected by a Native American teenager and his grandmother to protect their family after a run-in with backwoods meth dealers. They soon discover that the creature's lust for killing cannot be controlled. As each killing bonds the teen and the Windigo ever closer, the family must find a way to break the curse before all of them become the bloodthirsty creature's next victims.",0.0,,,"Horror, Thriller",Gylden Entertainment,United States of America,"English, Ojibwa"
1222549,Santa Klaws,0.0,0,Released,2023-12-26,0,3,False,,0,,,en,Santa Klaws,A young boy throws out the wrong toy on Christmas.,1.4,,He Always Comes Back,"Comedy, Horror",,United States of America,English
1222552,The Collection,10.0,1,Released,2023-12-25,0,16,False,,150,https://www.youtube.com/watch?v=hYWP3mWL35A,,en,The Collection,A heartbroken dog sitter discovers a large collection of dolls that holds a dark secret.,1.4,,,Horror,Hinh Studios,United States of America,English
918936,Yuletide Horror,0.0,0,Planned,2023-12-25,0,0,False,/mSik5ToYS7UQrpTzcLPMgcfLofj.jpg,0,,,en,Yuletide Horror,"Chartering the history of the holiday season’s roots, from disturbing folklore from around the world, to the genre’s proliferation and unyielding appeal in modern day horror cinema.",3.074,/ieM6vrPvlBB1rBZ0GUYX2iKp0vT.jpg,,"Documentary, Horror","Hellmouth Pictures, Terror Arcade",United States of America,English
1174811,Damaged Disciples,0.0,0,In Production,2023-12-25,0,90,False,,0,,tt11480250,en,Damaged Disciples,"Anal retentive atheist social worker Jimmy stumbles upon a society of Angel and Demons, blending in with Humans. Bartering to assist in a grand quest, he has no choice but help end a war between good and Evil, But which side will he take?",2.955,,,"Adventure, Fantasy, Horror",Wit's End Entertainment,United States of America,English
974284,Wulver’s Stane,0.0,0,Post Production,2023-12-23,0,77,False,,0,,tt19853734,en,Wulver’s Stane,"Stoney Claire McKenzie, fighting to bury blood dreams and a grizzly past, builds herself a new life by hustling a mind-altering elixir.",3.134,/bntBbPGLyRKymvkWNOfnYP5VrrH.jpg,,"Horror, Fantasy",,United States of America,English
1146143,The Puppetman,0.0,0,In Production,2023-12-22,1000000,0,False,/1ri53UmkOYPeAZUXCkmCcPCFhom.jpg,0,,tt19369162,en,The Puppetman,"The Puppetman, a convicted killer on death row always maintained his innocence and that it was an evil force controlling his body as he slaughtered his victims. Now Michal, the killer's daughter, begins to suspect that there may be some truth to her fathers claim when those around her begin to die in brutal ways. She must try and break the curse of The Puppetman before all her loved ones are killed.",3.346,/jSdflMPH5jmCz977s7QwXpFvVFZ.jpg,You’re not in control.,Horror,Not The Funeral Home,United States of America,English
1135392,5445,0.0,0,In Production,2023-12-22,0,0,False,/4MYwAZEs5M7ocfe4OQeQli4XI7.jpg,1000,,,en,5445,"A night of terror awaits four teens after they awaken an ancient evil. It'll take holy water, goat soap, and a fair amount of sword fighting to survive until dawn.",3.226,/qZopynP1YCaq7SH9nttRPjmXsz3.jpg,A Hell of a Time,"Horror, Action, Comedy","Pinnacle Studios, Chaos Effects, Peak Studios",United States of America,English
1074386,Death Perception,0.0,0,Post Production,2023-12-20,0,114,False,,15000,,tt12668848,en,Death Perception,"A group of film students are methodically killed off by a mysterious slasher, but as the film plays out through their individual perspectives, we learn more about the darkly comedic truth behind the murders.",2.89,/xiRRE681myRKZ10Q5Xuy4RJZgkz.jpg,Slashers get a new perspective,"Horror, Comedy",Uncle Mikki Productions,United States of America,
1206189,Killer Vlog,0.0,0,Released,2023-12-18,0,33,False,,180,,,en,Killer Vlog,A teenager records what might be her final vlog.,0.6,/eIIks1mI5TaIYHRQlCX0Tq5sisx.jpg,Uploading soon,"Horror, Comedy",Watch the Sky,United States of America,English
1218489,Ritual for Love,0.0,0,Released,2023-12-16,0,10,False,/5VRYPKW6B76Ah1CY3xAVHIQbRhj.jpg,0,,,en,Ritual for Love,A Lovecraftian horror film about a romantic relationship broken apart by an ominous book.,0.0,/bsS9I0AikueRXi2QKvBZSNVU5EX.jpg,What happens when you break a proimise?,"Horror, Romance, Mystery",Freewater Productions,United States of America,
1224191,The Wasp's Nest,0.0,0,Released,2023-12-15,0,12,False,,0,https://www.youtube.com/watch?v=txRlIOWg0U4,,en,The Wasp's Nest,"Ben, employee of an organization known as Vespa, is tasked with covering sensitive information in black ink. A task that should be simple enough",0.0,/pKfNVFbPBbfsirSOERrWUhTDrup.jpg,,"Horror, Thriller",Zolar Films,United States of America,English
1214795,Angel Baby,0.0,0,Released,2023-12-15,0,100,False,,0,,tt14791896,en,Angel Baby,A loving wife and her husband move away to a remote cabin to heal from the devastating loss of their stillborn twins. Soon she senses an evil presence and is pushed to the edge when dark secrets begin to unravel.,0.0,/vHyJhkLpPmjxF6nPZRyACBR9ee3.jpg,,"Horror, Thriller",,United States of America,English
1218478,Lip Balm,0.0,0,Released,2023-12-15,0,9,False,,0,,,en,Lip Balm,"A vent in the form of an experimental short film, Lip Balm is about finding ways to cope with what can feel like the lowest moments of one's life.",0.0,/mTtcrRwAP7Vm1WYyPUSgMTOmalS.jpg,A lament by Mikaela Bellamy,"Horror, Drama",Shot On Video Films,United States of America,English
1218167,Wayward Sons,0.0,0,Released,2023-12-15,0,0,False,/h258fY7JVo0oV8C76QvuOsHAohY.jpg,200,http://firewood.media,tt14927264,en,Wayward Sons,"Brothers Robert and Todd hike through the Chequamegon-Nicolet National Forest, but they stray so far from the trail that they have no idea how to get back. Initially, they maintain morale by rehashing old stories and reciting inside jokes, but the gravity of their situation sinks in as a return to civilization becomes more unlikely. As the sheer scope, hypnotic pull and spirit-crushing mirages of the forest affect the men, their will to live and sense of identity is challenged and transformed.",0.0,/l3mCOxm0T1aPtAsFjvZ5tU8zs0m.jpg,,"Drama, Horror",Firewood Media,United States of America,English
1135322,Winnie the Pooh BEAST,0.0,0,In Production,2023-12-15,0,0,False,,5000,https://www.indiegogo.com/projects/winnie-the-pooh-beast-blood-flows-like-honey--3#/,,en,Winnie the Pooh BEAST,"Christopher Robin was forced to live with his mother after a nasty divorce during his childhood years. The separation took him from his favorite place, a magical woods behind the family home, where he played with his stuffed animal friends. The split was so quick and so unexpected, he wasn't able to retrieve them from the secret fort he had made back there. Now an adult, his dad ailing, he's stepped in to settle up the estate - and is shocked to find the family plot wasn't sold off during the divorce as he had been told. But what has his dad, the billionaire industrialist, exactly been doing with the hundred acre land? As he digs deeper, he returns to his place of dreams, only to find it's been replaced by a mutated nightmare...",3.352,/iAOdfdd0t3gFDun9sAdjYKv8ei3.jpg,,Horror,"Polonia Brothers Entertainment, SRS Cinema",United States of America,English
646683,The Georgetown Project,0.0,0,Post Production,2023-12-14,0,0,False,,0,,tt11240348,en,The Georgetown Project,A troubled actor begins to unravel while filming a supernatural horror movie.,5.053,/uUHqJcxejEcwbw9KZCh4jq3cuSn.jpg,,Horror,"Miramax, Outerbanks Entertainment",United States of America,English
1218794,"Sleigh Bells Ringing, Needles Stinging",0.0,0,Released,2023-12-13,0,10,False,,60,,,en,"Sleigh Bells Ringing, Needles Stinging","A struggling drug addict named John agrees to work with his dealer Tony in helping him make a few batches of a drug known as Holiday Spirit (in order to receive a few free syringes of it), but soon discovers the strange terrifying truth behind this new drug.",1.4,/dgTRoV20WziqsRE5fax1bgYFcnL.jpg,"This Christmas, feel the illusion of the Holiday Spirit…..","Horror, Comedy",Zeus Films,United States of America,English
1193341,Walden,0.0,0,In Production,2023-12-12,0,0,False,,0,,tt21202916,en,Walden,"Walden Dean is a stenographer, whose mind witnessed all types of injustices in the courtroom. After discovering he has a terminal illness, repressed anger deep within him surfaces -- taking justice into his own hands in the most gruesome ways imaginable.",3.51,/p9UlSL0bdbt2km6mUgOFTmGoHZl.jpg,,"Horror, Thriller","Benacus Entertainment, REF Productions",United States of America,English
1206294,Red 40,0.0,0,In Production,2023-12-11,0,0,False,,0,,,en,Red 40,A man finds himself being harassed by a mysterious skittle fanatic whilst trying to enjoy a bag of candy.,0.0,,,"Comedy, Horror",,United States of America,
1214735,Disposable,0.0,0,Released,2023-12-07,0,14,False,,0,https://vimeo.com/892111628,,en,Disposable,"A film lab technician, obsessed with one of her customers, must act quickly or lose the object of her obsession forever when an inevitable discovery forces her up against a wall.",0.0,/xiJe5TBpUJAsObileN1wJu3un2F.jpg,SOME THINGS CAN ONLY DEVELOP IN THE DARK,"Horror, Thriller, Romance, Drama",Video Vermin,United States of America,
1211415,The Seduction of Dracula,0.0,0,Released,2023-12-03,0,80,False,,0,,tt30069245,en,The Seduction of Dracula,Plot details unknown.,0.0,,,Horror,Cinefilm Transinternational,United States of America,English
1211414,The Reincarnation of Dracula,0.0,0,Released,2023-12-03,0,0,False,,0,,tt29977945,en,The Reincarnation of Dracula,Plot details unknown.,0.0,,,Horror,Cinefilm Transinternational,United States of America,English
1212772,The Chirstman,0.0,0,Released,2023-12-01,0,6,False,/aKTLAwe9uMGEtk6ObmJktLU1ink.jpg,15,,,en,The Chirstman,"From the minds of the SARA Productions crew comes this new short film about a slasher in town for the holidays. Girl's friend goes missing in Wreathville and there is a sudden killer on the loose making it worse. Come along with girl in this downright horrifying, morbidly hilarious thriller.",0.0,/o35P5HXh6zXwgxt4HjvBptrzFt4.jpg,CHIRSTMAN IS JUST AROUND THE CORNER.,"Horror, Thriller, Mystery",SARA Productions,United States of America,English
1168866,again & again & again,0.0,0,Planned,2023-12-01,0,10,False,/sKrBDZCtjEcsVYASkO2BkPwurbW.jpg,100,https://www.youtube.com/@beamoflightstudios7911,tt28773628,en,again & again & again,A tarot reading unlocks an ever-cycling chain of events.,0.6,/rydgNiBVZBpCGTu9BjjSOHha8jS.jpg,And then it happened again.,"Thriller, Horror, Mystery",BEAM OF LIGHT,United States of America,English
1212416,The Haunting of Dalva House,0.0,0,Released,2023-12-01,0,76,False,,0,,tt23261676,en,The Haunting of Dalva House,A ghost hunter and his film crew inadvertently open a portal to another realm and find themselves up against an ancient demonic force.,0.0,,,Horror,Indiesyndicate Productions,United States of America,English
1216197,Abducted,0.0,0,Released,2023-11-25,0,4,False,,0,,,en,Abducted,"A UFO researcher is abducted by aliens! An intense, claustrophobic sci-fi horror short.",0.6,/6ZZUgr5XNqYVgu35cjHxKCQO6v5.jpg,,"Horror, Science Fiction",Kurns Productions,United States of America,
1194019,As We Know It,0.0,0,In Production,2023-11-24,0,0,False,/56BiNURtcfokBmJ448d1Vg1zjJO.jpg,0,,tt21426848,en,As We Know It,"In the late '90s, James Bishop is dealing with a complicated breakup with the help of his best friend, while trying to finish his book before the impending zombie apocalypse.",2.379,/3cia9JHBmR7HTlkESzkFwBCKIkL.jpg,,"Comedy, Horror, Romance","Buffalo 8 Productions, Revisilagi Vfx Studio, Traffic City Productions",United States of America,English
1227615,The Tragedy of MacWonka,10.0,1,Released,2023-11-24,0,8,False,,0,,,en,The Tragedy of MacWonka,"Willy Wonka suffers from a sugar high in this cunning, isolated drama.",0.0,,"Willy Wonka on a sugar high, like you've never seen before!","Comedy, Drama, Horror, Thriller, Fantasy",Brendy Bear Productions,United States of America,
1203829,A Box Full of Spiders,0.0,0,Released,2023-11-22,0,0,False,,0,,tt28105824,en,A Box Full of Spiders,"Three college girls find themselves locked inside their sorority house over Xmas break and are plunged into a blood-soaked nightmare of surreal madness, psychopathic stalkers, sadistic serial killers, a mysterious, masked maniac, and a supernatural evil that has been awakened in the basement.",0.0,/o86tOTr9Q1bxIObzHTtwUvbhTS3.jpg,,Horror,After Midnight Video,United States of America,English
1204881,Tenants,0.0,0,Planned,2023-11-18,0,90,False,,0,,tt29538453,en,Tenants,"After waking up in an unfamiliar apartment complex, a woman desperately searches for her sister while being hunted by a shadowy figure. As she makes her way through the building, unspeakable horrors befall the tenants she interacts with.  A new horror anthology.",0.0,/7lU6Fop9ZDL8cKTDisPeHhDhBmw.jpg,An anthology with seven stories of terror.,Horror,"Wallick Productions, Exit 19 Productions",United States of America,English
1205315,Call Back,0.0,0,Released,2023-11-17,0,9,False,/hdEuf6jkaO5OuLIg45MGEPN3NPy.jpg,0,,,en,CALL BACK,"Call Back is a Thriller Short Film that centers around Darcy, receiving a strange gift on her doorstep, leading her down a path of strange recalled memories.",0.0,/ip6LTxjNVC4fWYqqPKFDNJSG4Ze.jpg,I know what you've done.,"Thriller, Horror, Mystery",Vacancy Visions Productions,United States of America,English
1071215,Thanksgiving,0.0,0,Post Production,2023-11-16,0,107,False,/igwshQHV36aBkPyWp7En5P4Kn2V.jpg,0,http://thanksgiving.movie,tt1448754,en,Thanksgiving,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts – the birthplace of the infamous holiday.",9.07,/lhmdKoZciQsD6pOxIi0ZkXudISw.jpg,There will be no leftovers.,"Horror, Thriller","Spyglass Entertainment, Electromagnetic Productions, TriStar Pictures, Cream Productions","Canada, United States of America",English
1204837,RubiK's Cube,0.0,0,Post Production,2023-11-16,0,2,False,,0,,,en,RubiK's Cube,A teen gets anxious about a speed cubing competition.,0.0,/oZpjQAvIUf7tVNKkE4KwVupsApP.jpg,,"Comedy, Horror",,United States of America,
1221968,Toy Tumor,0.0,0,Released,2023-11-14,0,2,False,,0,,,en,Toy Tumor,A horrific version of the  classic children's film.,0.0,/ri6u3MMZ0TIkpHoeE7kOnG1OXT6.jpg,,"Animation, Horror, Comedy",,United States of America,English
1116201,Iron Lung,0.0,0,Post Production,2023-11-12,0,0,False,/bVbkuM0vEqFZ2fYKJ5kXEDi0Rm4.jpg,0,,tt27564844,en,Iron Lung,"Based on the horror game of the same name. Set entirely within a claustrophobic one-man submarine nicknamed the ‘Iron Lung', one must blindly navigate an ocean of blood to take photographs of key locations, and hope whatever lives below doesn’t find you.",3.047,/fFRGb0QPNFEthnA1YUhn4h7TtWx.jpg,,"Horror, Science Fiction",,United States of America,English
1137205,Last Straw,0.0,0,In Production,2023-11-10,0,81,False,,0,,,en,Last Straw,"After a series of unfortunate incidents in a small-town restaurant set off an intricate chain reaction of crime, mayhem, and bloodshed, a one young waitress is left to clean up the mess.",3.097,/o5PJdMoCt2FHv1bhsb9Cgo7rozs.jpg,,"Horror, Drama",,United States of America,English
1113278,It’s a Wonderful Knife,0.0,0,Post Production,2023-11-10,0,90,False,/ie2sF6Pm3wwfhi0GvAbSQxiIMI9.jpg,0,,tt27619382,en,It’s a Wonderful Knife,"A year after she saves her town from a psychotic killer on Christmas Eve, Winnie Carruthers’ life is less than wonderful. But when she wishes she’d never been born, she finds herself in a nightmare parallel universe and discovers that things could be much, much worse without her.",4.014,/eAXjjSjakHzDwEtQmj4OCKHW4I3.jpg,,"Horror, Thriller","Divide / Conquer, Fourth Culture Films",United States of America,English
1202548,State of Mind,0.0,0,Released,2023-11-08,0,4,False,,0,https://www.youtube.com/watch?v=wdPCGbLERx4&lc=Ugw5a5ZNkALSiMYetIh4AaABAg,,en,State of Mind,A man battles his split personality when an unsuspecting victim intrudes.,0.0,/yjzlvN1xPgOJGpgVJLbBD9DgGsK.jpg,,Horror,,United States of America,
1198662,From Above,0.0,0,Released,2023-11-03,0,4,False,/wI8TLfXe8JAfYpoKLL5YIItK58N.jpg,0,,,en,From Above,A man wakes up to a strange explosion in his backyard.,1.96,/4PkjqQhpsqEdMvPDJMxudyh3lls.jpg,Abject terror could only come...,"Horror, Science Fiction",,United States of America,
1189798,Squealer,0.0,0,Post Production,2023-11-03,0,100,False,,0,,tt14768616,en,Squealer,"When young women begin to disappear across a small town, a police officer and a street-smart social worker follow clues to a remote pig farm and discover the local butcher has been bringing his work home.",0.0,,,Horror,Grindstone Entertainment Group,United States of America,English
1178819,The Begotten Cycle,0.0,0,Released,2023-11-03,0,122,False,/r5su50GOP979Cbb8F9wN49878hS.jpg,50000,https://www.bbfc.co.uk/release/the-begotten-cycle-q29sbgvjdglvbjpwwc0xmde1njuy,,xx,The Begotten Cycle,"Themes of death, rebirth and mythology combine in this compilation of subversive and surreal experimental US films.",2.202,,,"Fantasy, Horror, Animation, Drama","Theatre Of Material, Hermes, Century Guild Creative",United States of America,No Language
1217675,The Stranger,0.0,0,Released,2023-11-02,0,4,False,,15,,,en,The Stranger,"What seems like a normal night for a teenage boy, becomes hell for him when a stranger knocks at his door.",0.0,,,Horror,,United States of America,English
1184982,Alex Hugo's White Lily,0.0,0,In Production,2023-11-01,0,1,False,/7CNPJwVjl9cNs69uEnlARzzKZPX.jpg,50,http://www.Alexhugofilms.com,tt29338706,en,Alex Hugo's White Lily,"Richard Graham, a socially awkward man from Middletown, NY, moves to the Bronx in search of a fresh start. However, his struggles with social interactions push him to the edge of sanity. Consumed by his dark desires, Richard begins stalking women and injecting them with a lethal dose of propofol using a syringe. As the body count rises, Detective Rivera becomes the only hope to stop Richard's reign of terror. Rivera must navigate through the shadows of the Bronx to bring Richard to justice before he claims another victim. Will Detective Rivera be able to outsmart Richard and put an end to his murderous spree? Or will Richard's twisted mind prove too elusive for justice? Alex Hugo's White Lily is a gripping thriller that explores the depths of human darkness and the relentless pursuit of justice.",1.451,/5C2rRXSEHOQjklfMnzcadSuMXw1.jpg,Alex Hugo's White Lily is a gripping thriller that explores the depths of human darkness and the relentless pursuit of justice.,"Thriller, Horror",,United States of America,English
1191920,The Red Mirror,0.0,0,In Production,2023-10-31,0,0,False,,0,https://http.diamondstudiosmedia.com/portfolio/the-red-mirror?fbclid=IwAR1U6Inqk5ZOCxJLKsdJ1OM1E-LTuZT4JDfKsjcnbYXqIfp8OlTsmRog4iw,,en,The Red Mirror,"The Red Mirror is a horror short film, that follows Kylie through these night terrors she's been having. Something doesn't feel right and it's almost like there's a Malevolant force lurking in the darkness.",2.744,/1cUcCe4VH8q3yFtQVZY33CEqcl8.jpg,,Horror,Diamond Studios Media,United States of America,English
1198727,Eye Catcher,0.0,0,Released,2023-10-31,0,6,False,,0,https://www.eyecatcherfilm.com/,tt29612367,en,Eye Catcher,"Watch carefully, and see what you can find. A woman, struggling to refill her anxiety medication via an aggravating customer service phone tree, becomes increasingly convinced that an evil presence is hiding somewhere in her home. A terrible surprise awaits her.",1.4,,When you see it.,Horror,,United States of America,English
1198281,Halloween Lives,10.0,1,Released,2023-10-31,0,55,False,/yr6Ol4FmlNPGjCxILeLbSE2FV1E.jpg,650,https://youtube.com/@perroneproductions5340?si=Sgs2oagBSYX3z3V1,,en,Halloween Lives,"In this fan film, It has been four whole years since Halloween 3 took place... Now in 2023, we learn that a person dressed as Ghostface has successfully performed a resurrection spell on Michael Myers using a powerful seance. Laurie Strode (Brooklyn Mansur) is now left to face Michael Myers once again so she teams up with Haddonfield's very own Sheriff Hanson (Cody Perrone) and her teenage son, Jake (Levi Perrone), who both survived their encounter with Michael four years ago. The three attempt to stop the masked killer once and for all. However, Michael isn't planning to go down that easy and is going to put up a fight like never before!!!",1.96,/tDeMyHzqU4o6e1ywBWyU5tFfYih.jpg,Halloween Lives,Horror,Perrone Productions,United States of America,
1066376,Nightmare At Precinct 84,0.0,0,Post Production,2023-10-31,0,0,False,/bDtXzxS0XUcq6yT0NxvbX63RH2a.jpg,0,,tt27749942,en,Nightmare At Precinct 84,"Set on a stormy night on Christmas Eve, a small town female sheriff who secretly is a serial killer gets a visit from a mysterious woman who tells four bizarre stories.",3.522,/gASXyB6YVDBbLVw5jQt1Y95XGTF.jpg,Six hundred thousand people go missing every year. Most are NEVER SEEN again. Until now...,Horror,Tremendum Pictures,United States of America,English
1201446,The Shadow Within Us,10.0,1,Released,2023-10-31,0,5,False,,500,,,en,The Shadow Within Us,A man is blamed for the murder of his therapist and is interrogated by the police.,0.0,/pkdGRukdFxniI5vJWqfQanDjUds.jpg,,Horror,Team Reality,United States of America,English
1177788,The Accursed Blood,0.0,0,In Production,2023-10-31,0,13,False,,100,,,en,The Accursed Blood,A personal guard for a vicar recently fallen into scandal must confront a witch who threatens what little hold the vicar still carries.,1.058,,Your Eyes Will be Torn Open,Horror,"Joonbug Films, RetroArts",United States of America,
1192830,There Is No Sanctuary,0.0,0,Post Production,2023-10-31,0,0,False,,0,,tt4918142,en,There Is No Sanctuary,"After a military extraction team fails to rescue its target in a zombie-like quarantine zone, the lone surviving member makes his way back to civilization and struggles with severe post-traumatic stress disorder and survivor's remorse.",0.0,/7xJsg1tPn22GrFRj1LvvKLPUGlz.jpg,,Horror,Studio Productions Reborn,United States of America,English
1192828,Dark Haven,0.0,0,Post Production,2023-10-31,0,0,False,,0,,tt13057276,en,Dark Haven,"Trapped inside an abandoned building by an unimaginable horror, young Eleanor is desperate to survive. But she quickly discovers she is not alone. A dark, brooding Stranger demands that Eleanor leave his hard-won sanctuary. Determined to remain safe, Eleanor cajoles the Stranger into playing emotionally brutal games for the limited amounts of water and food. Outside the walls of their dark haven, a bloodthirsty demon waits impatiently. Inside, Eleanor and the Stranger face hunger, thirst, and certain death. Who, if anyone, will survive?",0.0,/qQICnOKGelyBxM8IovzFT4vQaHN.jpg,,"Horror, Thriller",,United States of America,English
1198729,BOUND,0.0,0,Released,2023-10-31,0,1,False,,0,,,en,BOUND,A man is held prisoner and forced to face horrors he can’t comprehend.,1.4,,There’s nothing you can do to stop this.,Horror,Leaky Films,United States of America,
1203854,Hello Friend: The Incident,10.0,1,Released,2023-10-31,0,13,False,/zjA6aDVU6h7Yp5rrZRRVralCEBV.jpg,5000,https://soulmagikscreams.vhx.tv/,tt29794704,en,Hello Friend: The Incident,"A mysterious stranger from unknown origin, travels to the city, to torment those to feed off their fear.",1.4,/gkSuZMUsfzCPVmnBkumARD1clx9.jpg,"Thriller, Horor, Sci-Fi","Thriller, Science Fiction, Horror","Onlyone Studios, Soulmagik Screams, Soulmagik.net",United States of America,English
1192794,Listen Carefully,0.0,0,Post Production,2023-10-31,0,0,False,,0,,tt7365436,en,Listen Carefully,"When troubled assistant bank manager Andy McNeary's infant daughter goes missing, he must follow the instructions of a mysterious voice on the other end of a baby monitor to save her before she disappears forever.",1.4,/3h6NZEs8uTtAhlGNzfDC4rQAJRq.jpg,,"Horror, Thriller","RBG Films, Clumsy Tiger Productions",United States of America,English
1199874,BOUND,0.0,0,Released,2023-10-31,0,1,False,,0,,,en,BOUND,A man is held prisoner and forced to face horrors he cannot comprehend.,0.0,,There's nothing you can do to stop this.,Horror,Leaky Films,United States of America,
980382,Bloodthirst,0.0,0,In Production,2023-10-31,0,0,False,,0,,tt11430948,en,Bloodthirst,"In a post apocalyptic world run by vampires, only the strong survive. John Shepard, Vampire Hunter, is one of them. John has to track down and eliminate the master vampire before he himself gets turned.",3.7,/u4nZcLS2V18JDCJoabOEyZFWc3n.jpg,,Horror,"Mahal Empire, Blaen-Y-Maes Bootleg Films, Spicy Ramen Productions",United States of America,English
1197721,Mallet,0.0,0,Released,2023-10-31,0,0,False,/fAA6OWl86vMjBDIeW8gI4ah1raW.jpg,500000,https://malletmovie.com,tt27799182,en,Mallet,"Tyler is home alone, and the masked killer that stalks his nightmares has come to life, bashing his way to the little boy, as the boy himself fights for survival.",3.842,/tjyponDyDQTHTK53MfucAYiqsUD.jpg,"When your dreams, turn to screams!",Horror,Dean's Haunted Mansion,United States of America,
1163266,Critters: All You Can Eat,0.0,0,Post Production,2023-10-31,0,0,False,,0,,tt20872272,en,Critters: All You Can Eat,The small Town Grover's Bend is in for trouble once again as a misfit ship of Crites crash lands into a area strip mall causing havoc and death to patrons through the town.,3.395,/4z9Pn2KUupfMLPzHk9g7pV2kgMN.jpg,,"Horror, Science Fiction",Crude Comics and Cinema,United States of America,English
1201485,"Goodnight, Billy",0.0,0,Released,2023-10-30,0,2,False,/fDGM2YJA8QGXGphh83lkexgQUkI.jpg,5000,,tt18328036,en,"Goodnight, Billy",A little girl faces her night time fears.,0.0,/ogUa4ZMrDEOA7h7Q4MF2n9rDC5A.jpg,Why is Billy so afraid at night?,Horror,Village Media LLC,United States of America,
