titleType,primaryTitle,startYear,genres
movie,Dangerous Night,2003,Horror
movie,Chain,2003,Horror
video,Hellbilly,2003,Horror
video,The Witches of Sappho Salon,2003,Horror
tvEpisode,24 Season 3,2003,Horror
movie,Il messaggio,2003,Horror
movie,Shûdan satsujin kurabu: Returns,2003,Horror
movie,Frank,2003,Horror
video,Evcavation Devil,2003,Horror
tvMiniSeries,The Legend of the Warwickshire Werewolf,2003,Horror
movie,Uhudl - Blood of Satan,2003,Horror
movie,A House of Mad Souls,2003,Horror
video,Night for Nixie,2003,Horror
video,Werewolf Tales,2003,Horror
video,Demon Summer,2003,Horror
movie,The Big Slaughter Club,2003,Horror
movie,Poisonous Honey,2003,Horror
video,The Deep Dark Woods,2003,Horror
videoGame,Ghost Master,2003,Horror
movie,Unbelief,2003,Horror
video,Kracker Jack'd,2003,Horror
tvEpisode,Episode #1.15,2003,Horror
tvEpisode,Episode #1.17,2003,Horror
video,Inagawa Junji no senritsu no horror,2003,Horror
video,Honto ni Atta! Noroi no Video: Ring-hen,2003,Horror
tvEpisode,Episode #1.21,2003,Horror
video,Ulli Lommel's Boogeyman 2: Director's Cut,2003,Horror
tvEpisode,Legend of Ogre,2003,Horror
tvEpisode,Melancholia,2003,Horror
tvEpisode,Episode #1.14,2003,Horror
tvEpisode,Episode #1.13,2003,Horror
movie,House of 1000 Corpses,2003,Horror
movie,Fear of the Dark,2003,Horror
tvEpisode,Demon Hunting,2003,Horror
tvEpisode,The Last Coffin,2003,Horror
movie,Zombie Ferox 3,2003,Horror
video,Nightwalkers,2003,Horror
video,Urban Nightmare,2003,Horror
movie,Rise of the Chupacabras,2003,Horror
movie,The Ghouls,2003,Horror
video,Evil Tales 3: The Final Chapter,2003,Horror
movie,Zombies,2003,Horror
video,The Van,2003,Horror
movie,Kannazuki,2003,Horror
video,Come Get Some!,2003,Horror
movie,To Be Legendary,2003,Horror
video,El último caníbal,2003,Horror
movie,Tantrik Shakti,2003,Horror
video,Midnight Rental,2003,Horror
movie,Final Curtain: Part 2 - The Second Act,2003,Horror
tvSeries,Nginiig,2003,Horror
movie,Maut Ke Peeche Maut,2003,Horror
movie,Soul,2003,Horror
video,Song of the Vampire,2003,Horror
video,Juso,2003,Horror
movie,Final Curtain,2003,Horror
tvEpisode,Stuck on You,2003,Horror
video,Zombie Beach Party,2003,Horror
movie,Maut Ka Jungle,2003,Horror
video,Zombiegeddon,2003,Horror
movie,The Turn of the Screw,2003,Horror
video,HorrorTales.666,2003,Horror
video,The Revolting Dead,2003,Horror
movie,Pyaasi Bhootni,2003,Horror
movie,Pyaasi,2003,Horror
movie,The Bog Creatures,2003,Horror
movie,Blood Rites,2003,Horror
video,Das Hause,2003,Horror
movie,Dawn,2003,Horror
movie,Cutthroat Alley,2003,Horror
video,The Shunned House,2003,Horror
movie,Stregeria,2003,Horror
video,Inagawa Junji no shinjitsu no horror,2003,Horror
video,Inagawa Junji no densetsu no horror,2003,Horror
video,Ghost on Line,2003,Horror
tvEpisode,Le Divorce,2003,Horror
tvEpisode,Master and Commander: The Far Side of the World,2003,Horror
movie,Pyaasa Haiwan,2003,Horror
video,Honto Ni Atta! Noroi No Video 11,2003,Horror
video,Minds of Terror,2003,Horror
video,The Seekers,2003,Horror
video,Halloween Party,2003,Horror
video,Macabre,2003,Horror
movie,Pishtaco,2003,Horror
video,Dracula II: Ascension,2003,Horror
movie,Darna Mana Hai,2003,Horror
video,Screaming Dead,2003,Horror
video,Delta Delta Die!,2003,Horror
video,Housebound,2003,Horror
movie,Take a Look Around,2003,Horror
movie,The Texas Chainsaw Massacre,2003,Horror
movie,The Tenement,2003,Horror
tvMovie,Demon Hunting,2003,Horror
movie,Bells of Innocence,2003,Horror
video,Beaver Lake Zombies,2003,Horror
video,National Anthem,2003,Horror
tvMovie,Frenzy,2003,Horror
video,Experiments in Terror,2003,Horror
movie,Immortal Enemy,2003,Horror
video,The Suicide Manual 2: Intermediate Stage,2003,Horror
video,Raising Hell,2003,Horror
movie,Bhoot Ke Peeche Bhoot,2003,Horror
video,Local Legend; the Haw Ridge Devil,2003,Horror
movie,Bhayaanak Panjaa,2003,Horror
movie,The Raging Bells,2003,Horror
video,Darketo asesino,2003,Horror
video,The Dividing Hour,2003,Horror
movie,The Crying Tree,2003,Horror
movie,Run Run Bunny!,2003,Horror
movie,Angry Ghost,2003,Horror
video,Hallow's End,2003,Horror
movie,High Tension,2003,Horror
video,Demon Slaughter,2003,Horror
movie,Duplicate Jaani Dushman,2003,Horror
video,Junen,2003,Horror
movie,Jahreela Badan,2003,Horror
video,Es war einmal... - Der Gruselpeter,2003,Horror
movie,Jungle Ki Nagin,2003,Horror
video,The Undertow,2003,Horror
video,Jumon,2003,Horror
movie,Shelf Life,2004,Horror
tvEpisode,Episode #1.6,2004,Horror
video,Honto ni Atta Kowai Hanashi: Dai ichi-yo Akuryo,2004,Horror
tvEpisode,Episode #1.2,2004,Horror
tvMovie,The Creepy Puppet Project,2004,Horror
movie,Honto ni Atta Kowai Hanashi: Onryou,2004,Horror
tvEpisode,Episode #1.3,2004,Horror
tvEpisode,Episode #1.4,2004,Horror
movie,Unearthly Harvest,2004,Horror
tvEpisode,Apartment,2004,Horror
movie,The Dollhouse,2004,Horror
movie,In the Dark,2004,Horror
video,Bad Friend,2004,Horror
video,Deuteronomium - Der Tag des jüngsten Gerichts,2004,Horror
video,Satan's Schoolgirls,2004,Horror
movie,Vampire Blvd.,2004,Horror
tvEpisode,Episode #1.9,2004,Horror
tvEpisode,Episode #1.1,2004,Horror
tvEpisode,Episode #1.10,2004,Horror
tvEpisode,Episode #1.11,2004,Horror
tvEpisode,Episode #1.12,2004,Horror
movie,Evil Eyes,2004,Horror
tvSpecial,Shibuya Kaidan Sacchan no Toshi Densetsu,2004,Horror
movie,Tsukineko ni mitsu no tama,2004,Horror
movie,'Chô' kowai hanashi A: yami no karasu,2004,Horror
movie,The Sisters,2004,Horror
movie,Tokyo Psycho,2004,Horror
video,I Am the Ripper,2004,Horror
tvEpisode,Episode #1.5,2004,Horror
movie,Killer Story,2004,Horror
tvEpisode,Episode #1.7,2004,Horror
tvEpisode,Episode #1.8,2004,Horror
video,Zombie Planet,2004,Horror
video,Bone Sickness,2004,Horror
video,I Hate You,2004,Horror
video,Haunted House,2004,Horror
video,Tomb of the Werewolf,2004,Horror
video,Meat for Satan's Icebox,2004,Horror
movie,Jaadu,2004,Horror
video,Rites of Blood,2004,Horror
movie,Crying Fiddle,2004,Horror
tvMiniSeries,Fantasma: Noroi no yakata,2004,Horror
video,Berenice,2004,Horror
videoGame,Ikai no monban,2004,Horror
video,Onna Jurei,2004,Horror
movie,Unknown passerby,2004,Horror
movie,Temple of Fear,2004,Horror
video,The Night They Returned,2004,Horror
tvEpisode,Ang Bata sa 12th Floor/Walang Kawala,2004,Horror
tvEpisode,Bakasyon sa Bahay ni Lola/Natiktikan,2004,Horror
tvEpisode,Taong Itim/Ang Sinapian,2004,Horror
tvEpisode,House No.44: Part 2,2004,Horror
tvEpisode,Hit and Run/Radyo,2004,Horror
tvEpisode,Paying Guest: Part 3,2004,Horror
movie,Dottor S & Mister S,2004,Horror
movie,Zombie Graveyard,2004,Horror
movie,Red Eye,2004,Horror
tvEpisode,Aparador/Sem Break,2004,Horror
tvEpisode,Ensayo/Babae sa Pool,2004,Horror
tvEpisode,Ang Manliligaw ni Carmina/Tagabalita ng mga Tumawid,2004,Horror
video,Orgasm Torture in Satan's Rape Clinic,2004,Horror
tvEpisode,Ang Bata sa Lumang Gusali/Taghoy/Ang Lalake sa Hagdan/Sa Ikalawang Palapag,2004,Horror
tvEpisode,Ang Naiwan/Crying Lady,2004,Horror
tvEpisode,Picture Frame/Dead End,2004,Horror
tvEpisode,Episode #1.42,2004,Horror
tvEpisode,Episode #1.43,2004,Horror
tvEpisode,Episode #1.44,2004,Horror
tvEpisode,Episode #1.29,2004,Horror
movie,The Whisper Spooky,2004,Horror
movie,Actually Happened! Most Terrifying Psychic Phenomena. Psychic Research Team Report. Relived.,2004,Horror
tvEpisode,Episode #2.1,2004,Horror
tvEpisode,Episode #2.9,2004,Horror
tvEpisode,Episode #1.11,2004,Horror
tvEpisode,Episode #1.12,2004,Horror
tvEpisode,Episode #1.1,2004,Horror
tvEpisode,Episode #1.2,2004,Horror
tvEpisode,Episode #1.37,2004,Horror
tvEpisode,Episode #1.39,2004,Horror
tvEpisode,Episode #1.41,2004,Horror
tvEpisode,Episode #1.40,2004,Horror
tvEpisode,Episode #1.19,2004,Horror
tvEpisode,Episode #1.20,2004,Horror
tvEpisode,Episode #1.5,2004,Horror
tvEpisode,Episode #1.6,2004,Horror
tvEpisode,Episode #1.7,2004,Horror
tvEpisode,Episode #1.8,2004,Horror
tvEpisode,Episode #1.10,2004,Horror
tvEpisode,Episode #1.9,2004,Horror
tvEpisode,Episode #1.24,2004,Horror
tvEpisode,Episode #1.26,2004,Horror
movie,Murder-Set-Pieces,2004,Horror
movie,Shock,2004,Horror
tvEpisode,Episode #1.15,2004,Horror
tvEpisode,Episode #1.17,2004,Horror
tvEpisode,Episode #1.16,2004,Horror
tvEpisode,Episode #1.18,2004,Horror
tvEpisode,Episode #1.52,2004,Horror
tvEpisode,Episode #1.38,2004,Horror
tvEpisode,Episode #1.55,2004,Horror
tvEpisode,Episode #1.53,2004,Horror
tvEpisode,Episode #1.56,2004,Horror
tvEpisode,Episode #1.36,2004,Horror
tvEpisode,Episode #1.35,2004,Horror
tvEpisode,Episode #1.85,2004,Horror
tvEpisode,The Snow Creature,2004,Horror
movie,Il monastero,2004,Horror
movie,Final Curtain: Part 4 - Blood Brothers,2004,Horror
movie,Left for Dead,2004,Horror
video,Honto Ni Atta! Noroi No Video 13,2004,Horror
tvEpisode,Episode #2.5,2004,Horror
tvEpisode,Episode #2.6,2004,Horror
video,Blade of Death,2004,Horror
tvEpisode,Episode #1.64,2004,Horror
tvEpisode,Episode #1.65,2004,Horror
tvEpisode,Episode #1.66,2004,Horror
tvEpisode,Episode #1.27,2004,Horror
tvEpisode,Episode #1.28,2004,Horror
tvEpisode,Episode #1.13,2004,Horror
tvEpisode,Episode #1.14,2004,Horror
tvEpisode,Devil Girl from Mars,2004,Horror
tvMovie,NYC Halloween Parade,2004,Horror
tvEpisode,Episode #2.7,2004,Horror
tvEpisode,Episode #2.8,2004,Horror
videoGame,Kuon,2004,Horror
movie,Bloodline,2004,Horror
tvEpisode,Episode #1.3,2004,Horror
tvEpisode,Episode #1.4,2004,Horror
tvEpisode,Episode #1.54,2004,Horror
tvEpisode,Episode #1.63,2004,Horror
tvEpisode,Episode #1.80,2004,Horror
tvEpisode,Episode #1.81,2004,Horror
tvEpisode,Episode #1.82,2004,Horror
tvEpisode,Episode #1.72,2004,Horror
tvEpisode,Episode #1.73,2004,Horror
tvEpisode,Episode #1.74,2004,Horror
tvEpisode,Episode #1.57,2004,Horror
movie,Demon Sight,2004,Horror
movie,Adam & Evil,2004,Horror
video,Museum of the Dead,2004,Horror
tvEpisode,Episode #1.90,2004,Horror
tvEpisode,Episode #1.75,2004,Horror
tvEpisode,Episode #1.76,2004,Horror
tvEpisode,Episode #1.61,2004,Horror
tvEpisode,Episode #1.62,2004,Horror
tvEpisode,Episode #1.79,2004,Horror
tvEpisode,Episode #1.78,2004,Horror
tvEpisode,Episode #1.31,2004,Horror
tvEpisode,Episode #1.30,2004,Horror
tvEpisode,Episode #1.32,2004,Horror
tvEpisode,Episode #1.33,2004,Horror
tvEpisode,Episode #1.34,2004,Horror
movie,Ghost Shout,2004,Horror
tvEpisode,Episode #1.86,2004,Horror
tvEpisode,Episode #1.87,2004,Horror
tvEpisode,Episode #1.46,2004,Horror
tvEpisode,Episode #1.47,2004,Horror
tvEpisode,Episode #1.48,2004,Horror
tvEpisode,Episode #1.91,2004,Horror
tvEpisode,Episode #1.92,2004,Horror
tvEpisode,Episode #1.77,2004,Horror
tvSeries,'Wag kukurap,2004,Horror
movie,Horrific,2004,Horror
tvEpisode,Episode #1.110,2004,Horror
tvEpisode,Episode #1.111,2004,Horror
tvEpisode,Episode #1.112,2004,Horror
tvEpisode,Episode #1.113,2004,Horror
tvEpisode,Episode #1.114,2004,Horror
tvEpisode,Episode #1.115,2004,Horror
tvEpisode,Episode #1.84,2004,Horror
tvEpisode,Episode #1.69,2004,Horror
tvEpisode,Episode #1.70,2004,Horror
tvEpisode,Episode #1.71,2004,Horror
tvEpisode,Episode #1.88,2004,Horror
tvEpisode,Episode #1.89,2004,Horror
video,Blood Gnome,2004,Horror
video,The Nightmare Collection Volume 1,2004,Horror
tvEpisode,Episode #1.104,2004,Horror
tvEpisode,Episode #1.105,2004,Horror
tvEpisode,Episode #1.106,2004,Horror
tvEpisode,Episode #1.107,2004,Horror
tvEpisode,Episode #1.109,2004,Horror
tvEpisode,Episode #1.108,2004,Horror
movie,Search for Odysseus,2004,Horror
tvEpisode,Episode #1.83,2004,Horror
tvEpisode,Episode #1.59,2004,Horror
tvEpisode,Episode #1.58,2004,Horror
tvEpisode,Episode #1.60,2004,Horror
tvEpisode,Episode #1.45,2004,Horror
tvEpisode,Episode #1.49,2004,Horror
tvEpisode,Episode #1.50,2004,Horror
tvEpisode,Episode #1.51,2004,Horror
tvEpisode,Episode #1.103,2004,Horror
tvEpisode,Episode #1.121,2004,Horror
tvEpisode,Episode #1.124,2004,Horror
tvSeries,Kya kahein,2004,Horror
movie,The Ravaged House: Zoroku's Disease,2004,Horror
video,Honto Ni Atta! Noroi No Video 12,2004,Horror
video,Among Us,2004,Horror
video,Juson: Kijho-Densetu,2004,Horror
video,Legends A Friday The 13th Tale,2004,Horror
tvEpisode,Episode #1.129,2004,Horror
tvEpisode,Episode #1.128,2004,Horror
tvEpisode,Episode #1.130,2004,Horror
tvEpisode,Episode #1.118,2004,Horror
tvEpisode,Episode #1.120,2004,Horror
tvEpisode,Episode #1.119,2004,Horror
tvEpisode,Episode #1.123,2004,Horror
tvEpisode,Episode #1.122,2004,Horror
tvEpisode,Episode #1.98,2004,Horror
tvEpisode,Episode #1.101,2004,Horror
tvEpisode,Episode #1.99,2004,Horror
tvEpisode,Episode #1.100,2004,Horror
tvEpisode,Episode #1.93,2004,Horror
tvEpisode,Episode #1.125,2004,Horror
tvEpisode,Episode #1.126,2004,Horror
tvEpisode,Episode #1.127,2004,Horror
tvEpisode,Episode #1.116,2004,Horror
tvEpisode,Episode #1.117,2004,Horror
tvEpisode,Episode #1.102,2004,Horror
movie,Shûdan satsujin kurabu: Saigo no satsuriku,2004,Horror
tvEpisode,Episode #1.94,2004,Horror
tvEpisode,Episode #1.95,2004,Horror
tvEpisode,Episode #1.96,2004,Horror
tvEpisode,Episode #1.97,2004,Horror
tvSeries,Ms. Monster's Hel on Ice,2004,Horror
tvEpisode,Episode #1.2,2004,Horror
tvEpisode,Special,2004,Horror
tvEpisode,Episode #1.3,2004,Horror
tvEpisode,Episode #1.4,2004,Horror
tvEpisode,Episode #1.5,2004,Horror
tvEpisode,Episode #1.6,2004,Horror
movie,Stabbed in the Face,2004,Horror
movie,The Three Faces of Terror,2004,Horror
movie,Premonition,2004,Horror
tvEpisode,La Planchada,2004,Horror
video,Suburban Nightmare,2004,Horror
movie,Fateful,2004,Horror
tvEpisode,Episode #1.8,2004,Horror
movie,Collinsville Two: Axes of Evil,2004,Horror
tvEpisode,House No. 44: Part 1,2004,Horror
tvEpisode,Episode #1.132,2004,Horror
tvEpisode,Episode #1.131,2004,Horror
tvEpisode,Episode #1.133,2004,Horror
tvEpisode,Episode #1.67,2004,Horror
tvEpisode,Episode #1.68,2004,Horror
movie,Street Tales of Terror,2004,Horror
movie,Three... Extremes,2004,Horror
movie,Pizza Man vs. the Dude,2004,Horror
movie,Nisheedhini,2004,Horror
video,Devils Moon,2004,Horror
video,The Devil of Blue Mountain,2004,Horror
video,Bloody Tease,2004,Horror
movie,Defenceless: A Blood Symphony,2004,Horror
video,Off the Beaten Path,2004,Horror
movie,Shûdan satsujin kurabu: Growing,2004,Horror
movie,Harvest of Fear,2004,Horror
movie,Pyasi Hasina,2004,Horror
movie,Raton Ki Rani (The Night Queen),2004,Horror
movie,Ek Raat Shaitan Ke Saath,2004,Horror
video,Ghost Guard,2004,Horror
movie,It Is a Good Day to Die,2004,Horror
movie,Das Moor der Wiederkehrer,2004,Horror
movie,Dr Macarbres Tales of Terror,2004,Horror
movie,Blood of the Shaman,2004,Horror
video,Horror 102: Endgame,2004,Horror
video,Cauldron: Baptism of Blood,2004,Horror
movie,Bangsal 13,2004,Horror
video,Murderer Tale,2004,Horror
movie,Khmaôch Daeum Chék Chvéa,2004,Horror
movie,Bhoot Mahal,2004,Horror
movie,Cheekh,2004,Horror
movie,Charitraheen: Ek Naari Ki Vyatha,2004,Horror
video,Black Cat,2004,Horror
movie,Sunsan Mahal,2004,Horror
movie,Pyaasi Nagin,2004,Horror
video,Super Hell,2004,Horror
movie,Branches,2004,Horror
video,The Dark Rock,2004,Horror
movie,Jelly Dolly,2004,Horror
movie,Anna's Eve,2004,Horror
movie,Lake Evermore,2004,Horror
video,Tortured Soul 3: The Willing Flesh,2004,Horror
movie,Zakhmi Naagin,2004,Horror
tvEpisode,Episode #1.135,2004,Horror
movie,Khooni,2004,Horror
movie,Khaufnaak Shikanja,2004,Horror
movie,Maut Ki Dahshat,2004,Horror
movie,Khooni Raat: The Bloody Night,2004,Horror
video,Brainiac,2004,Horror
tvEpisode,Episode #1.136,2004,Horror
tvEpisode,Episode #1.138,2004,Horror
tvEpisode,Episode #1.137,2004,Horror
tvEpisode,Episode #1.139,2004,Horror
tvEpisode,Episode #1.140,2004,Horror
tvEpisode,Episode #1.141,2004,Horror
tvEpisode,Episode #1.168,2004,Horror
tvEpisode,Episode #1.157,2004,Horror
movie,Aatma Aur Parmatma,2004,Horror
video,In the Name of Gore,2004,Horror
video,So Mort It Be,2004,Horror
video,Bloodlust,2004,Horror
video,Blood Reaper,2004,Horror
movie,Artifacts of Time,2004,Horror
video,Lust for Dracula,2004,Horror
tvEpisode,Episode #1.164,2004,Horror
tvEpisode,Episode #1.150,2004,Horror
tvEpisode,Episode #1.149,2004,Horror
tvEpisode,Episode #1.152,2004,Horror
tvEpisode,Episode #1.154,2004,Horror
tvEpisode,Episode #1.155,2004,Horror
tvEpisode,Episode #1.153,2004,Horror
tvEpisode,Episode #1.156,2004,Horror
movie,La casa di Emy,2004,Horror
tvEpisode,Episode #1.158,2004,Horror
tvEpisode,Episode #1.159,2004,Horror
tvEpisode,Episode #1.160,2004,Horror
tvEpisode,Episode #1.161,2004,Horror
tvEpisode,Episode #1.162,2004,Horror
tvEpisode,Episode #1.163,2004,Horror
tvEpisode,Episode #1.165,2004,Horror
tvEpisode,Episode #1.194,2004,Horror
tvEpisode,Episode #1.143,2004,Horror
tvEpisode,Episode #1.145,2004,Horror
tvEpisode,Episode #1.146,2004,Horror
tvEpisode,Episode #1.144,2004,Horror
tvEpisode,Episode #1.147,2004,Horror
tvEpisode,Episode #1.148,2004,Horror
tvEpisode,Episode #1.151,2004,Horror
tvEpisode,Episode #1.184,2004,Horror
tvEpisode,Episode #1.187,2004,Horror
tvEpisode,Episode #1.185,2004,Horror
tvEpisode,Episode #1.188,2004,Horror
tvEpisode,Episode #1.190,2004,Horror
tvEpisode,Episode #1.191,2004,Horror
tvEpisode,Episode #1.174,2004,Horror
tvEpisode,Episode #1.192,2004,Horror
movie,Nella notte,2004,Horror
movie,Mr. Crowstill's Dream,2004,Horror
tvEpisode,Fat Albert,2004,Horror
tvEpisode,Episode #1.193,2004,Horror
tvEpisode,Episode #1.196,2004,Horror
tvEpisode,Episode #1.195,2004,Horror
tvEpisode,Episode #1.197,2004,Horror
tvEpisode,Episode #1.198,2004,Horror
tvEpisode,Episode #1.169,2004,Horror
tvEpisode,Episode #1.171,2004,Horror
tvEpisode,Episode #1.170,2004,Horror
tvEpisode,Episode #1.172,2004,Horror
tvEpisode,Episode #1.173,2004,Horror
movie,30 Days,2004,Horror
tvEpisode,Episode #1.134,2004,Horror
tvEpisode,Episode #1.166,2004,Horror
movie,The Off Season,2004,Horror
movie,The Lost Girl Society,2004,Horror
movie,Sins of the Father,2004,Horror
tvEpisode,Episode #1.175,2004,Horror
tvEpisode,Episode #1.210,2004,Horror
tvEpisode,Episode #1.215,2004,Horror
tvEpisode,Episode #1.177,2004,Horror
tvEpisode,Episode #1.179,2004,Horror
tvEpisode,Episode #1.142,2004,Horror
tvEpisode,Episode #1.189,2004,Horror
tvEpisode,The Day After Tomorrow,2004,Horror
tvEpisode,Welcome to Mooseport,2004,Horror
tvEpisode,Man on Fire,2004,Horror
tvEpisode,Paparazzi,2004,Horror
tvMovie,Dark Tales of Japan,2004,Horror
movie,Six,2004,Horror
movie,Dead Clowns,2004,Horror
tvEpisode,Episode #1.176,2004,Horror
tvEpisode,Episode #1.178,2004,Horror
tvEpisode,Episode #1.204,2004,Horror
tvEpisode,Episode #1.205,2004,Horror
tvEpisode,Episode #1.211,2004,Horror
tvEpisode,Episode #1.212,2004,Horror
tvEpisode,Episode #1.203,2004,Horror
tvEpisode,Episode #1.7,2004,Horror
tvEpisode,Episode #1.9,2004,Horror
tvEpisode,Episode #1.10,2004,Horror
tvEpisode,Episode #1.11,2004,Horror
movie,The Porcelain Man,2004,Horror
tvEpisode,Episode #1.1,2004,Horror
video,Countess Dracula's Orgy of Blood,2004,Horror
video,Skin Walker,2004,Horror
movie,Zombie Nation,2004,Horror
tvMovie,Melancholia,2004,Horror
tvEpisode,Episode #1.206,2004,Horror
tvEpisode,Episode #1.209,2004,Horror
tvEpisode,Episode #1.208,2004,Horror
movie,Eye of Cruelty,2004,Horror
video,Fangoria: Blood Drive,2004,Horror
video,The Lunar Pack,2004,Horror
video,When Puppets and Dolls Attack!,2004,Horror
movie,El Nahual,2004,Horror
tvEpisode,Episode #1.207,2004,Horror
videoGame,The Stone of Anamara,2004,Horror
movie,Legend of Siren: Erotic Ghost,2004,Horror
movie,A Pound of Flesh,2004,Horror
video,Honto ni Atta! Noroi no Video: Special 5,2004,Horror
video,Realms of Blood,2004,Horror
tvEpisode,Episode #1.199,2004,Horror
tvEpisode,Episode #1.201,2004,Horror
tvEpisode,Episode #1.200,2004,Horror
tvEpisode,Episode #1.202,2004,Horror
tvEpisode,Taxi,2004,Horror
tvEpisode,Flight of the Phoenix,2004,Horror
tvEpisode,Garfield,2004,Horror
video,The Ruining,2004,Horror
tvEpisode,Episode #1.181,2004,Horror
tvEpisode,Episode #1.180,2004,Horror
tvEpisode,Episode #1.182,2004,Horror
tvEpisode,Episode #1.167,2004,Horror
tvEpisode,Episode #1.183,2004,Horror
tvEpisode,Episode #1.186,2004,Horror
tvEpisode,Episode #1.213,2004,Horror
tvEpisode,Episode #1.214,2004,Horror
movie,SideFX,2004,Horror
video,Bloodsucking Strippers,2004,Horror
video,Dead by Dawn 2: The Mask of Conrad,2004,Horror
movie,I Pass for Human,2004,Horror
movie,Jack O'Lantern,2004,Horror
video,Sticks and Stones,2004,Horror
video,Bite Me!,2004,Horror
video,The Sisterhood,2004,Horror
video,The Deep Dark Woods: No Witnesses,2004,Horror
video,Evil Grudge,2004,Horror
movie,Satan and the Saint,2004,Horror
video,Cannibal Sacrifice,2004,Horror
movie,Jackhammer,2004,Horror
video,The Attendant,2004,Horror
video,Resident Demon,2004,Horror
movie,Season in Hell,2004,Horror
movie,Vampire Hunter,2004,Horror
video,Vampiros,2004,Horror
video,Jesus Christ: Serial Rapist,2004,Horror
movie,Skarecrow,2004,Horror
video,Blood Relative,2004,Horror
movie,Der Teufel von Rudow,2004,Horror
movie,Evil Grave: Curse of the Maya,2004,Horror
movie,Outside of Nowhere,2004,Horror
movie,Jesus and Her Gospel of Yes,2004,Horror
video,Around Midnight,2004,Horror
movie,Dnevnoy predstavitel,2004,Horror
video,Feeding the Masses,2004,Horror
video,Dornröschen,2004,Horror
tvEpisode,"I, Robot",2004,Horror
video,Nightmare: The Rise,2004,Horror
tvSeries,Raat Hone Ko Hai,2004,Horror
movie,Rise of the Dead,2004,Horror
movie,Tales of Terror from Tokyo and All Over Japan: The Movie,2004,Horror
movie,Marronnier,2004,Horror
video,Night of the Chihuahuas,2004,Horror
movie,Yah Nark,2004,Horror
movie,Dark Harvest II: The Maize,2004,Horror
movie,The Boy from Hell,2004,Horror
movie,Lizard Baby,2004,Horror
tvEpisode,Vending Machine Woman,2004,Horror
tvSeries,Prayer beads,2004,Horror
tvEpisode,Echoes,2004,Horror
tvEpisode,It's me,2004,Horror
tvEpisode,Mushroom Hunting,2004,Horror
tvEpisode,Prayer Beads,2004,Horror
tvEpisode,Cat's Paw,2004,Horror
tvEpisode,Eddie,2004,Horror
movie,Lady Vampire,2004,Horror
tvSeries,Kadamattathu Kathanar,2004,Horror
tvEpisode,First Daughter,2004,Horror
video,The Vulture's Eye,2004,Horror
tvEpisode,Episode dated 18 April 2004,2004,Horror
movie,Haunted Graveyard,2004,Horror
video,Shadowhunters,2004,Horror
tvEpisode,Real,2004,Horror
video,"Carmilla, the Lesbian Vampire",2004,Horror
video,Dark Town,2004,Horror
video,The Fanglys,2004,Horror
movie,Insight of Evil,2004,Horror
video,Tomb of Terror,2004,Horror
movie,Dead Friend,2004,Horror
movie,Ju-Rei: The Uncanny,2004,Horror
tvMovie,Investigating Kingdom Hospital: The Journals of Eleanor Druse,2004,Horror
tvEpisode,In the Site,2004,Horror
video,B-Witched,2004,Horror
video,The Butcher II,2004,Horror
movie,Devil Species,2004,Horror
tvEpisode,Episode #1.21,2004,Horror
tvEpisode,Episode #1.22,2004,Horror
tvEpisode,Episode #1.23,2004,Horror
tvEpisode,Episode #1.25,2004,Horror
tvEpisode,Beach Girls and the Monster,2004,Horror
movie,Rich Hanf's Living Dead Live Part Two: More Gore in 2004,2004,Horror
tvEpisode,Episode #2.2,2004,Horror
tvEpisode,Episode #2.3,2004,Horror
tvEpisode,Episode #2.4,2004,Horror
movie,Evel Cat: The Return,2004,Horror
video,Scarred,2004,Horror
movie,The Game of Killing,2004,Horror
movie,Final Curtain: Part 3 - Intermission,2004,Horror
tvSeries,Aqui se Respira el Miedo,2004,Horror
tvMovie,Hollywood's Creepiest Creatures,2004,Horror
tvMovie,Noche de chicas,2004,Horror
movie,Heaven's Earth,2004,Horror
video,"Lights, Camera... Kill!",2004,Horror
tvSeries,Rooh,2004,Horror
movie,Camp Slaughter,2004,Horror
video,Flowers on the Razorwire,2004,Horror
movie,Custodes bestiae,2004,Horror
movie,Solomon's Requiem,2004,Horror
video,Spirit Hunter: La Llorona,2004,Horror
video,666: The Demon Child,2004,Horror
movie,The Bloodletting,2004,Horror
movie,Kirei? The Terror of Beauty,2004,Horror
video,Human Nature,2004,Horror
movie,Kill the Scream Queen,2004,Horror
video,Torched,2004,Horror
tvSeries,Eko Eko Azaraku - The Eye,2004,Horror
movie,Dead End Massacre,2004,Horror
video,Dr. Moreau's House of Pain,2004,Horror
video,The Dead of Night,2004,Horror
movie,Riddlebox,2004,Horror
tvEpisode,House No.44: Part 3,2004,Horror
tvEpisode,Takutan/Dalaw,2004,Horror
tvEpisode,Paying Guest: Part 4,2004,Horror
tvEpisode,Paying Guest: Part 1,2004,Horror
tvEpisode,Paying Guest: Part 2,2004,Horror
video,Virgin Nightmares,2004,Horror
video,Grudge Map,2004,Horror
tvEpisode,Sa Kabilang Silip/Ang Babae sa Room 313,2004,Horror
video,Vampz,2004,Horror
movie,Visits: Hungry Ghost Anthology,2004,Horror
tvEpisode,House No.44: Part 4,2004,Horror
tvEpisode,Ang Abandonadong Palapag/Trahe de Boda,2004,Horror
tvEpisode,Ang Hiwaga ng Kimono/Vacation House,2004,Horror
